,ID,Text,class
741,28571, @ Rayyankhan0 @ Shaikh3030 @ WarWounded __ @ Twitter @ TwitterSupport @ IhteshamAfghan @ jack Are baat tum madrs wali krrhe â€¦ https // t . co / EgtGOdDOgF,
742,14430, @ Jha __ Pooja Aur ye tu nahi teri jali hui % #& bol rahi hai .. Election result k baad lagi hui aag bujhegi nahi jaldi â€¦ https // t . co / 5NK7WXzDK6,
743,34847, @ MainKalashnikov Tootny ka to pata nahi I think laceration ho jati hogi ðŸ˜…,
744,34826, @ neeeessssuuuu Aalim aur baba ki zarurat nahe hai apko . App Sache dil se Allaha se dua karo Inshaallaha appki dua â€¦ https // t . co / uBohu6AYG6,
745,10851, @ rssurjewala What a meanness of Soniya ! the proper etiquette says that she should have thanked all the people who t â€¦ https // t . co / 57nc31NrLe,
746,11636, RT @ AshrafAriff Bro . Are you okay if your partner tipu you ? Like you partner keluar with other guy tpi dia inform you dia buat be â€¦ â€” No on â€¦,
747,35316, ðŸƒ NC A â€“ ë°¤ë°”ëžŒ ðŸƒ [ Thai Translate By N CHU ] â–¶ï¸ Wow â€¦ The meaning so meaningful This is true healing song I listen it m â€¦ https // t co / 0ZVWULF7OO,
748,11163, RT @ jotaughtyou A lot of girls are too immature for me ... I â€™ m not w / that drama ish .,
749,9761, @ geonews _ urdu Na na ab jin kuttay k bachon ne jo harkat ki un ko saza dy kr baqi jo koi bahir hain un ko bolo insan â€¦ https // t co / VeSvj0xuYG,
750,38228, Very Very Congratulations ðŸ’ to Hon'ble prime minister Shri @ narendramodi Ji on taking oath as second time PM Best w â€¦ https // t co / 5VPDXMdcB1,
751,19078, @ aajtak Confirm karlo pehle thik se kahin baad me hawa udey ki yeh secularism ki summer classes de rahe the ..,
752,14464, @ DrRPNishank Sir please rewrite NCERT history text books . There is nothing about great sacrifices of even netaji bh â€¦ https // t . co / qZB9ABtegk,
753,40614, Jun 10 - FREE Coworking Day @ INDIE DESK - DTLA Ã¢Â€Â¢ What we'll doPLEASE ONLY RSVP IF FOR SURE YOU ARE ATTENDING OUR â€¦ https // t co / aoyO65ciZP,
754,1, @ Shanyousaf6 Keh to aese Rahe ho Jaise Pakistan wale Ni karte . South Africa se Hara na Bharat to chain ap logon ne bhi Ni Lena ðŸ˜‚,
755,31715, Is trailer ne toh kmaal kar diya !! Now eagerly waiting for main trailer # Article15ShockTrailer https // t co / mMG7sGrV25,
756,38801, RT @ PNRai1 @ AkhileshPSingh Tumhare malik ne stifa diya hai manjur nahi hua . Tum jante ho ki chor kaun hai . Lekin itna jhuth bola ki back â€¦,
757,26756, @ Payal _ Rohatgi Madam jo pehle sachche Hindu to ban jao Hindu Rashtra bad me bana lena bvz what u r doing is not Hinduism,
758,5384, @ Ibne _ Sena All the best . Good going . ðŸ‘,
759,31830, @ FormerAndhbhakt @ SirJadeja Iski gaand phle s fati pdi h Modi Ji k PM bnne k bd s hi or aj or fat k 10-12 ho gyi paidaysi chutiya,
760,35029, @ TajinderBagga @ sherryontopp Pakistan me gurudwara toda gaya without any problem since the majority is powerful n f â€¦ https // t . co / rEA11MfmxK,
761,41273, Dhan Dhan Satguru Tera Hi Aasra ... Gud Morning sOhNe Dr .@ Gurmeetramrahim ji .. bless all .. apna v khyaal rakhna sOhNe g â€¦ https // t . co / 6LfWDmwgmS,
762,31085, @_ voice _ of _ india Tm bhi Kohli ke Aasre pr ghanta kuxh nhi ukhar skte ðŸ˜‚ðŸ˜‚,
763,368, Enrich wit ur follows so yours can be enriched as well when picked @ 1 _ F _ I _ R _ S _ T @ Khuda _ Aur _ Mhbt @ wilsonjeffery72 â€¦ https // t . co / sRs5X2TTfm,
764,29490, RT @ RayaMedia _ I like listening to my music same way I love my weed LOUD !,
765,43902, @ MohammadS _ Ali9 @ SanjayAzadSln Ha be mc Gandhi deshdrohi tha mc sala congress aur Muslim ka supporter Gandhi mahatma Gandhi . Mc Gandhi mc,
766,17256, Many Many Happy Returns of The Day Dstw ðŸ‘ðŸ‘ðŸ‘ Wish You All The Best ðŸŽ‰ðŸŽ‰ðŸŽ‰ðŸŽ‰ðŸŽ‰ Happy Download Day hajaro Baudir crush ðŸŽ‚ðŸŽ‚ðŸŽ‚ðŸŽ‚ðŸŽ‚ B â€¦ https // t co / Pezc2NyR7g,
767,26077, @ Sai _ Pallavi92 Hey there's someone very important in my life we've kinda fought Her name is Nikhita Can you plz say Hi to her !!,
768,23321, @ DHONIism To Osm Sir MS dhoni is the player in the world cup now,
769,11655, @ seoulful _ seeJ Yeaaa Thanks u so much ðŸ’œðŸ’œðŸ˜­,
770,8126, RT @ Sidrama50060291 Mery Dada abu khud is hijrat may thy wo sirf 9sal k thy Wo btaty h k un ki phupho ko sikho ny shaheed kr dia tha ðŸ’” Un â€¦,
771,11147, @ SunilTitota @ Shehla _ Rashid Aur kitna gir ke bol sakte ho ? Jisase tumhari atma ko santi mile Aise Hindu hone pe s â€¦ https // t co / aFPDlGf34d,
772,4726, RT @ officialjunaid4 Jab leadership pakki or sachi ho to dunia jhuk k sunti hai . Proud of you . # PrimeMinisterImranKhan https // t . co / ItN0stA â€¦,
773,34516, @ anjanaomkashyap Bujurg log keh gaye hain kutilmauka parastlobhibeizzati karne waladarpoksatya ko chupane wala â€¦ https // t . co / sgZ7DyvKXE,
774,13617, @ being _ farha @ PinkvillaTelly Kiski kitni aukaat hai yeh uska social media account ke follower nahi . Uspar mile comm â€¦ https // t . co / eiO8M63P3M,
775,10562, @ ZawarAliBuTT2 @ BBhuttoZardari Laanat is buddhe par or iss tv cahnnel or iss anchor pe jis ne ye sabb sunn kar ghaliz muskurahat dee,
776,15355, @ pramodtiwari700 Congress update nahi hai last ke kuch years me INC president ne kafi kosis ki but sufficient nahi â€¦ https // t co / yiX28nEhPB,
777,29784, Ohh ðŸ’¥ðŸ’¥ yes ðŸ˜ŽðŸ˜ŽðŸ’ª Abhi I got one & only biggest superstar sultan of bollywood baap of indian boxoffice .â€¦ https // t . co / VxeFdiMWqn,
778,36084, @ aimim _ national @ asadowaisi Aaj ek bat saf bta tu tere ko dikt kya h sale tu Hindu ke bare m kuch bhi bolta sale tu â€¦ https // t . co / Upwhgke9eg,
779,19485, @ RajTiwa56444261 @ AakankshaCharu Isko likh k Sale ne gaalian bhi nikali voters ko Modi ji ko biggest liar bola .. ye bahut sadial insan hai,
780,15563, Is Elon Musk trying to fuck a woman that â€™ s half cat ? Lmk https // t . co / W2SIvUQHnw,
781,11921, @ narendramodi Jai Jawan Jai Kisan 1st & 2nd cabinet decision but what will be 3rd one Jai Vigyan ? Thanks to Modi j â€¦ https // t . co / I9ggY26jrn,
782,11305, @ DarpanPatelPhD @ ACSMNews Thanks Darpan . Likewise on your talk . Love your transgenic approach !,
783,38407, @ bilaldarone9 @ Matiullahjan919 Oye begairta gadaar nahi corruption ka ilzaam hai ... her baat main bak bak ager kuc â€¦ https // t . co / bP9FMXf8sN,
784,21304, @ fear _ the _ fairy Only a little lol But I have to get all of that stuff for the Platinum for each one so I'll probab â€¦ https // t . co / 4K1OvXGORQ,
785,10882, @ SoulBJP @ pankhuripathak mujhe pta hai teri maa bhan bjp ke neta ko roj khus krti hai aur tu Dallal bn kr bhar ch â€¦ https // t . co / fKNdtw5A33,
786,25634, RT @ TheBlossom _ Gal Thankyou So Much Papa Ji ðŸ‘¨â€ðŸ‘§ðŸ˜˜ Keep Blessing All Bless Me To Keep Moving ahead In Your Love With a Consistent Speed ðŸ™ # A â€¦,
787,24274, Heard positive reviews about # IndiasMostWanted from critics and the aam junta so dekhne jane ka plan karna padega ðŸ˜Š https // t . co / OHeGrMiYbl,
788,14344, RT @ NI _ passionate Loved the words by Mr . Fayyaz Bukhari proud father of Capt . Asfandyar Shaheed meei darkhwaast hai k is mulk ki fauj s â€¦,
789,10947, @ Shivy _ 98 @ pihugreat Did not k baad past tense use nhi hota .. Did not even married 3 times - ye wrong Hai Did no â€¦ https // t . co / FYRZLE12LB,
790,493, @ PMOIndia namaskar mere priya honourable pradhan mantri Narendra modi ji congratulations Lord jagannath ka ashirv â€¦ https // t co / BmNmg5LDQ1,
791,7369, @ says _ malik1 No tension mghy wesy b folowers ki fkr nhi hoti me jnteract zada krta hn,
792,24619, @ officiallArth _ @ omi _ anpat619 Bc kuchh galat likh diya to jindgi bhar rota rahega ðŸ˜‚ðŸ˜‚ðŸ˜‚,
793,35423, Who is she ? Thats pathetic Sharam nahi ati itna chota bacha kharab kar rahi hay https // t . co / K8yo15I7mk,
794,36430, @ Khalid _ Saghir @ HK _ Scientist @ SHABAZGIL Pinki toe pinki hoti hai .... chahay manika ki ho ya ..... kanjar khan ki,
795,11775, Sanghmita exp train no . 12296 me behad bhid hai jisme log bhais bakriyo ki tarah bhare huy hai Pair rakhne ki bhi ja â€¦ https // t . co / 82unZybiL6,
796,21453, Also I made this super amazing akhrot ka halwa again . Guysssss you really need to order it and bless your taste buds with it ðŸ˜Œ.,
797,22711, @ Ajaypat66890469 @ RSSorg Sahi hai Tum lalu ke supporter ho Tumse aur umid bhi kya kar sakte hai Jail me m â€¦ https // t co / vguqWLweUC,
798,43685, You are loved .ðŸ’• You are needed . # fridayvibes # vibesformytribe # namaste # vibehigher # positivevibes # hope # love â€¦ https // t . co / TQ7gmEvXWo,
799,23019, RT @ vijayrpandey Modiji your time is up The time for change has come now Congress ka hath Garibon ke sath # AbHogaNYAY @ INCIndia ht â€¦,
800,31065, @ engr _ electr1cal @ Nomi _ Xhah Bahg teri maa da fudda,
801,8838, @ mahwashajaz _ 16th June . I am expecting it to be a good match . Jab doh bhai ladte hain toh pura mohalla maze leta hai types ðŸ‘ðŸ¼ðŸ˜‰,
802,9369, RT @ PuriVirender AUM Hariom Tat Sat Jai Sri Ram Jai Sri Krishna Har Har Mahadev Jai Bajrang Bali Jai Mata Di Jai Mahavira Namah Budham Sha â€¦,
803,14746, RT @ Jessi _ Rihanna @ mindphlux I muted you . It felt so fucking hot ) with just one little *** click *** you â€™ ll never ever have an impact on â€¦,
804,31591, @ ppbajpai Chacha ji sayad apko pta ni hum to bjp ke koi v post pr nahi hai or Na hi us party k sadsya hai fir humne â€¦ https // t co / IIQb5RRD4I,
805,14478, RT @ Ekta _ Kanda @ Gurmeetramrahim Pitaji Bless us to be a perfect couple who always love and respect each other & do more & more sewa sim â€¦,
806,20945, koi hai jo mujhe ye bata de ki Twitter se phone mein kaise download kiya jata hai ek video mujhe download karna hai â€¦ https // t co / qvlVLn6ogg,
807,19918, # CWC19 Pakistan ki team ne aaj phir dil tod k rakh diya hamara itna bura match lose kr ge koi fight to ki hoti halk â€¦ https // t . co / jDBusYaYYP,
808,12973, RT @ GetYourTipsOut We're giving away a pair of Grandstand Enclosure tickets to # InvestecDerby Day ! ðŸŽŸ For your chance to win âœ… Follo â€¦,
809,11692, Virodhi Ab khooni # Dhamki de rahe he Virodhio ka Na Loktantra me Visvash hi nahi he Ye Gunda party ke Log Hame â€¦ https // t co / Ax0BNZXoY8,
810,35191, @ sharifbhilaigm1 @ Anirudd77602157 @ AbbaTere @ bauaa30 @ Raghuva68687316 @ BhootSantosh Teri biwi ka bhosra,
811,3530, Wishing you a New Month that is Sparking with Â  Fun Â  and Masti Bursting with Joy and Love and Overflowing Blessing . Th â€¦ https // t . co / 2ig4KiAbKc,
812,3838, RT @ Devendra _ YAadav @ SunilTitota @ RiaRevealed @ PMOIndia Nhi Yehi toh BJP ke superstar pracharak h Jinhone apna kartavy sahi nibhaya umme â€¦,
813,37690, @ iramizraja 1992 wc main pakistan nain phele match Windies se hara tha 10 wicket se us ka bad se pakistan champion bana,
814,16165, @ madhukishwar @ ndtv My mother was shocked when I switched to NDTV then I said thoda Enke sakal b dekhne do ðŸ˜ðŸ˜,
815,34606, @ ziddy _ zoya _ Beti dil khush kar liya apna but ayga modi hi 312 seat ayngi dekh lena mein challenge kr rha hu Modi j â€¦ https // tco / GBPfsqRYjp,
816,2741, @ kittu _ 25 Aam admi ke achhe din dekhne ke liye Surat aur Barabanki Jana hoga AC rooms aur Twitter pe kewal bhram â€¦ https // t co / fcH8xIzGP3,
817,3652, @ raj _ sharma444 Sabse base chor to vehi the . Unkebad yeto chhote chor hai congress ka dna hi Chor gaddar deshdirohi hai,
818,19960, @ SpVandhidevan4 @ Rajesh2T Hoep you have a good days ahead at last I say we don't want to impose hindi on you we are â€¦ https // t . co / ZDlTgS7KIk,
819,26547, @ ZaidZamanHamid Pakistan k tau InshaAllah koi tukre nahi ker sakta lekin Pakistan k liay Itny gandi zaban use kerne â€¦ https // t co / PXhzkZlupX,
820,8169, @ narendramodi Modi ji great real dynamic leader vikash purush roozgar branded reservation imander saab niyat majboo â€¦ https // t . co / OGwLqY4f2V,
821,31616, @ ashoswai @ aapvin Are O kutte ki aulaad haramjade ye training bahut jaruri hai Desh ki raksha Dharam ki raksha ke â€¦ https // t . co / YzRWxWfXSP,
822,40700, @ javedlatifmna @ mansoor _ zaigham Aahaaa Rahim bhi razi rahy aur Ram bhi naraz na hu excellent policy Wah ji wah Kia baat hay,
823,12691, @ siddiquiamana @ parvezpathon1 Abhi to ye namune nikalte rahege dekhte jao siksa rojgari ki bat karte nhi h haram khor dalli media jo bethi h,
824,21148, @ VHS _ Sharma @ Shweta2482 @ I _ am _ superbb @ ANI @ Swamy39 Bhai vajpayee ka zamaana alag ta vajpayee ji toh modi ko bhi ha â€¦ https // t . co / cdLXGiic0n,
825,11064, Shaadiyon mein chaat toh bahut khaaya hoga par kabhi Dahi Gujiya Chaat khaaya hai ? Dekhiye @ mchefajaychopra ko ban â€¦ https // t . co / 2UYJshU9vN,
826,7442, Allama Khadim Hussain Rizvi | Aj Juma Tul Mubarak Ka Khoosorat Clip 24 M ... https // t . co / MKjnOv8RT1 via @ YouTube,
827,34836, @ 8passcharlie _ My friend be like ab ja rhi ho qatar toh wapsi pe Petrol wahn se leti anaa yahn halat kharab ho rhe ðŸ˜‚ðŸ˜‚,
828,22116, @ Natz _ Slays Ulta ho rha hai bcz aaj kal tum mental ho gyi ho ðŸ˜‚ðŸ˜‚ðŸ˜‚ But kal panauti lg gya tha SA ka,
829,12719, @ pixidream _ Hahah chalo sahi not pushing it relax junior ðŸ˜„,
830,36073, @ yadavakhilesh good morning bhiya ji have a nice day,
831,11097, RT @ Bloodytruth _ @ jameelyusuf @ TarekFatah @ rushrk1 It's better people are aware rather than feeling blessed in ignorance .... Such things a â€¦,
832,21380, @ ZEE5helps mine is also not working !!!!!!!!! kya ghatia service hai . sala april se yahi scene hai kya !!!! chutia kta lia tumhe paise de ke,
833,11721, RT @ x _ father _ Kal Ka match dekhne ke bad dil kar raha hai agle match ki commentary khadim Hussain rizvi se karwai jae ðŸ’ž,
834,41996, @ VikashPreetam @ BDUTT Cheater of india shame on u jhoot ke raaste ka samai jiyada derr nahi chalte evm hacker,
835,23240, @ abinashbarman4U @ KapilSharmaK9 @ BeingSalmanKhan @ SonyTV @ WhoSunilGrover Us ghatiya aur gaddar ki ab koi zaroorat nahi ðŸ‘ŽðŸ‘Ž,
836,4146, Zahar lagty han mjy wo log jo sidhi bat nai khty or bat ko ghumaty rahty han like man what the fuck u actually want ðŸ˜¤ðŸ˜¤ðŸ˜¤,
837,10336, OH MY GOD !!!! This channel is so good in promoting shows . Hats off to this amazing way of portrayal of Aladdin's st â€¦ https // t . co / SHrunybWxL,
838,22171, RT @ sardesairajdeep Modi New Cabinet .. best news a new jal shakti ministry an idea whose time has come .. worst news ? well just cant get â€¦,
839,35220, @ narendramodi I am really happy for PM kishan yojna facility . This facility is going to really needy person . Those â€¦ https // t . co / QjSvQXrVlK,
840,16832, # TujheKitnaChahneLage . . Iss Gaane me jo @ Mithoon11 Sir ki à¤®à¥‡à¤¹à¤¨à¤¤ hai wo à¤°à¤‚à¤— layi ðŸ˜Š . .. Thank you Sir for the such a lovely song ðŸ™,
841,42192, RT @ epatrakaar Arjun Ram Meghwal BJP I thank the PM & Amit Shah ji for showing trust in me I thank them on behalf of the people of Bika â€¦,
842,24021, SIR ji present ke sath future per v thora dhyan do sir ji education system ko drastically change ki jturat hai M â€¦ https // t co / lNuETW3UXh,
843,3589, @ narendramodi Congratulations Sir on behalf on India and Jan Samasya Mela - Bharat on Oath Ceremony as PM India for â€¦ https // t co / 952ts5CIRF,
844,4921, @ Strikingsword16 @ OmeirK @ schaheid That's not even close to the point I am making . I dont care if he is guilty or n â€¦ https // t . co / bGnlW1VViJ,
845,35642, @ tripu95 @ Rahul _ Agarwal90 @ Shraddh64712686 Nehru ke naam pe chutiyapa Karne ki zarorat mujhe Nahi hai tum Gulamo ko â€¦ https // t co / mAXeVRBakY,
846,21460, Jab ham do mitra ya samuh milakar ek hote hai to dil se ek hona chahiye jab tak ek rahe tab tak nischit roop se ham â€¦ https // t . co / xnuiXxssz1,
847,20472, Did y â€™ all know Marvin Gaye just dropped a new album ? Well now you do .,
848,2495, RT @ jeonggukpics Here is loving Jungkook casually checking the â€œ Center of His Love for ARMYs â€. Don â€™ t cha worry it won â€™ t run away & ARMY â€¦,
849,10784, @ AnsarAAbbasi Sir is msg main agr pm sab ko mention kia jay to msg jald ponch jay ga un tak,
850,37948, @ anjanaomkashyap mem aapne kabhi sarkar se poocha ke 2 cror rojgar ka kya hua ? kya apne kabhi sarkar se badhti meh â€¦ https // t . co / CY9wmQmGR2,
851,42418, RT @ pcsarangi Thank you @ girirajsinghbjp ji https // t . co / FsKm0PSLdJ,
852,5124, @ Sonalathnikar This is so â€˜ hatke â€™. Thanks for sharing @ Sonalathnikar,
853,1496, @ umair __ 56 @ seebi17 Exactly Hyr aik din my bhiii sudhr jaoon GI InshaAllah ðŸ˜‚ðŸ˜â¤ðŸ™,
854,31569, RT @ Abhilas53855547 @ sushmam98354169 @ OfficeOfKNath Sighra hi appsc ki janch ho aur tatkal atithi vidwano ko niymit kiya jaye,
855,15586, @ Abs _ in @ sagarikaghose Sir don't just lick news without fact check . The worst part in democracy is that people ar â€¦ https // t . co / SAV0VcmUXh,
856,35724, RT @ 85katli @ METROFMSA @ DeMthudaSA @ DJFreshSA @ AngieKhumalo @ RelebogileM Yho Yho Yho YHO YHO MAMA YHOOOOOOOO ... weekend is that you dah ? ht â€¦,
857,37841, @ rssurjewala @ INCIndia Prakash Saini ye news channel wale dalle debate hi congress ke pravaktawon ko beijjat karne â€¦ https // t co / aqnza4NFjb,
858,11323, t me my nbr 8360925392 my wastapp nbr 9855227336 plz sir one call plz sir app ki vajha se meri zindagi ban jayegi a â€¦ https // t . co / XRN4E91MRG,
859,35046, Speechless numbed excited !! Kya baat hai Khurrana saab Honestly it surpasses all expectations Really looking â€¦ https // t co / ZKv4ab6wTB,
860,29949, [ real life events ] Not me â€˜ I â€™ m having a good hair day Sau quick take a picture so I can send it to my husband â€™ Me â€¦ https // t . co / cBUpEgl99V,
861,31339, @ Glad _ Mind Bangladash ki threat danay walay bilo or Mrs Safder ka bhi dam nikal giya ho ga,
862,10770, @ officiald2h kya krre ho bc tum log 10 din ho gye par abtk kuch ni mc sab Chor h sale,
863,6332, @ ashoswai @ IndiaToday kamal ki choice hain .. chun ke heere moti laye hain . Fake degrees criminal records extremist â€¦ https // t . co / Z6BRIXZBho,
864,33860, @ ANI Yeh gormint bikchuki hai ! Saab Ka dhyan bhatka raha hai unemployment ka data jo aagaya nsso ka . worst in 45 years who is to blame,
865,18754, @ subhashbrala @ mlkhattar @ BJP4Haryana Aap ki Leadership or mahnat ki jeet ..,
866,17890, @ Sanjay _ Dixit Yeh log kabhi nahi sudharenge # Evangelists https // t . co / ytwWTHsuiY,
867,5304, Looks great & stays that way .... # JatayuPlywood-Visvas ka Prateek # plywood # wood # plywoodfurniture # woodworking â€¦ https // t . co / 7qMyDuEdP2,
868,43211, We love both bhaijan and srk sir .... The pride of india @ BeingSalmanKhan @ iamsrk Two super duper stars of bollywood â€¦ https // t . co / 05vLgZbPrf,
869,29742, @ RizWanKenobi _ For real koi muqabla nahi us garri ka,
870,24255, @ geonews _ urdu Pmln patwari pagal hoo gayee petrol price os much high even in europe what rubbish ppl,
871,28297, @ ChouhanShivraj @ ShefVaidya Chaye congress ho ya bjp dono ne kabhi dhayan diya hi nahi her Saal lakho tone aanaj sa â€¦ https // t co / nLOEhCj1gC,
872,4299, @ MLArajeshSP Inko chatukarita se fursat mile tabhi to .... free Ka kamma rahe h .. pta nhi itne muft ki rotiya kaise â€¦ https // t . co / cM4XZSZfIW,
873,19776, Go Valencia with my bestie tomorrow surrounded by good people and full on Prawn Jalfrezi & Pilau Rice . Good night God Bless X,
874,37421, @ TimesNow @ RShivshankar Shahid Siddiqui ? Isko itna bhao kyon dete ho kaun sunta hai is Modi-Yogi-hater ki ?,
875,29162, @ keshaboinasri Cleavage aur foreign accent rakhne se koi intellectual nahi Ho jata,
876,37081, Ek aisa faltu leader sirf Musalmaan ke baare mein sochta hai ... Baaki kuch nahin ... Aur sirf bade bade Baatein ...â€¦ https // t . co / wSC8mxlIAQ,
877,8769, RT @ mp _ office Modi ne hame bijli di choola diya ghar diya ; ham unhe vote kyun na de ? A very apt analysis of results of 2019 General â€¦,
878,37540, @ hamaihe @ srk _ worldof @ TrickBolly gawar uske neechai kya likha tha woh kab padega !?? ha ?? bas caption bhj rha hai ?â€¦ https // tco / 5FKimSfthO,
879,37883, @ dibang She should be suspended .... Sarkar Ko aise logo Ko badhawa nahi Dena chahiye .. Agar ye sab janbujhkar Kiya j â€¦ https // t . co / IGYaLLrugV,
880,10503, Happy Birthday besty kong mArupOk !! Cutie mo dyan hehe . love youuu ðŸ˜ðŸ’› https // t . co / sc5wAViQWK,
881,40456, @ bakhabarsavera @ ARYNEWSOFFICIAL Yes Savera but we have real issues in India with Secular India vanishing and extre â€¦ https // t . co / oQhUMTA44I,
882,32915, @ diyajn @ Spotboye @ ReallySwara @ DurexIndia Isko jalna nahi jale hue ko burnol dena bolte h Bt it's too late fr â€¦ https // t co / zswaaunpj4,
883,10563, I got The Love Club https // t . co / gHdspbqgIq,
884,36292, @ ModiLeDubega Bhaiya muslim vote tumhra baap ki jagir hai kya ... jo owaishi muslimo ki haqq ki baat kre to mirchi l â€¦ https // t . co / cI9zHlt56m,
885,22528, @ parasna82898466 @ Indian60024161 @ moronhumor @ ImranKhanPTI Bro N u used very good The word In Shaa Allah In Shaa A â€¦ https // t . co / vg7PYeDWjO,
886,38249, @ ZakirKhan012 @ krishnpria Kuchh log kahte hai musalman ko BJP wale har bat pe pakistan jane ki bat karte hai ek ba â€¦ https // t . co / MKjH9Asdpg,
887,40501, @ AmitShah @ narendramodi Aapko aur pradhan mantri shri narendra modi ji ko dher sari subhkamnaye and this is my first vote for India,
888,26815, @ bijendrasingh @ vikasbha @ mimichakraborty @ nusratchirps Ye bhi jald hi bjp me aayegi modi g bhi inhe apna bhagt jarur bna denge,
889,11670, @ BangtanINDIA @ BTS _ twt Kitabo ke upar paer nahi rakte beta ... anyhow I feel they are either way correct but this is not offending too ...,
890,14929, RT @ shreyasgroup Which is the best pair ? Comment below # Prabhas # Trisha # Anushka # Tamamnnah # KajalAggarwal https // t . co / GkMjUH4CbJ,
891,23216, Thankuu Pita g My â¤ @ Gurmeetramrahim Jaan m jaan agyi Nw plzz bless me 2rock in my mehntwhole heartedly tyari krwad â€¦ https // t co / OZj8BWItRF,
892,13689, RT @ kamaalrkhan This great player @ ImRo45 has scored only 46 runs in last 11 innings of test matches . Bhai Aashiqui Kam Kar Aur Khel Par D â€¦,
893,24192, @ PapaJi92531904 @ TheRealPCB saaf saaf bol tu ye wala prove nahi kar sakta munna chutiye ðŸ¤£ðŸ¤£ https // t . co / x1NJDDFQmK,
894,11037, @ bjpdrmahendra @ BJP4India @ BJP4UP @ BJPLive Jai bajrangbali jai shri Ram,
895,18379, RT @ quisharose i love tik tok ðŸ˜­ https // t . co / x9RAVKTucy,
896,23010, @ yadavdimples @ RahulGandhi Tumse bada chutiya kaun h ... Jo dusaro ko murkh samjhti hai ... Khud to Bhaisawati k tala â€¦ https // t . co / Y2VHemS3DN,
897,26963, @ dhiraj _ sharma10 Time pass hooo gaya 2 months abhi apna apna kaam karo ðŸ™ BJP aaye ya Congress aaye ... we have to work hard for our living ðŸ‘ðŸ‘,
898,9101, @ aajtak @ sachin _ rt @ vikrantgupta73 Jb kcuh nhi rhta than vikrant gupta ko batha dete hai bakcoodi krne ke liye ... bc â€¦ https // t . co / ox15CcBxoQ,
899,3689, @ TV9Bharatvarsh Km se km aapke news channel ko bjp ki jeet ki sachchai samne lana chahiye ye jeet sirf or sirf bema â€¦ https // t . co / 4uTxOY3rEl,
900,34931, @ Satwant _ Rana Aur ye ladke ko ladki ke mater me fhasaa kr apni personal mater ki bhadass nikali thi inn kutto ne au â€¦ https // t . co / zb1LTHICbW,
901,30097, Oodhar PM sapath le rahe hai aur tum AAP k kichar me lathpath ho rahe ho Ghatiya news band Karo https // t co / zQGjq9ZXkv,
902,32707, RT @ naturoveda Saare jahan se achha # Hindustan hamara Ham bulbulain hai iski yeh gulsitan hamara # Naturoveda Honours The # Globally # R â€¦,
903,2933, @ LambaAlka Madam baise Delhi ko Kon sa tum logo ne Paris bana Diya her tarf gandgi kudda hai or tum jaise Ghatiya p â€¦ https // t . co / bfvl7Z964w,
904,3488, @ AsliJP @ the _ hindu @ SZiii9 @ narendramodi Arey nahi koi surgical strike ki zarorat nahi padegi Modi ji ek phone laga â€¦ https // t . co / SqABxnnHQR,
905,9591, @ Be _ a __ Queen _ Phla no . P main hun right ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ™„,
906,23347, RT @ Salmans _ Avenger Ye lady kejriwal hai attention ke liye kisi bhi hadh tak gir jayegi Udhar wo chutiya Modi ka naam le leke nahi thakt â€¦,
907,9911, RT @ Sukhjaykumar1 # UnlockYourInnerPower @ Gurmeetramrahim Good evening guru g Bless us for Sewa Simran and Parmarth Make us perfect Dha â€¦,
908,2883, @ azkhawaja1 @ emclub77 @ mak _ asif Haris tu kisi soorat team me ni aa skta pata kese agaya BC koi pochne wala ni in ko,
909,42700, @ BBCHindi . KISSANO KO DEE JAANE WAALI VO KAUN SI SUVIDHA KAM HO GAYI JO 2014 SE PEHLE DEE JAATI THI YA SIRF FLOP-VI â€¦ https // t . co / ZLJgMtcz4l,
910,16149, @ deespeak @ ZEE5Premium @ mohituraina @ sidpmalhotra @ chink _ ster My best wishes Dia ji Aapko maine apna novel THE MYS â€¦ https // t co / Ke1dp2YtHj,
911,26895, @ WaseemBadami Waseem bhai aap Kay liye bohot si duain . You are doing an amazing transmission of Shaan E Iftar and S â€¦ https // t . co / hpR7iyl8DZ,
912,10250, RT @ Mallam __ Shehu The love we have for prophet Muhammad SAW â¤ï¸â¤ï¸â¤ï¸ https // t co / aQhwr6wESi,
913,17843, @ ZeeNewsHindi @ AmitShah Amit shah ko BJP ka president hi rhna chahiye agr party ko 2024 jitana h to,
914,36494, @ PeeerQadri Behcnhooodo yeh gustakhi e sahaba nahi khanzeer ki aulad jhootay dallay mere mola Ali to sharm o haya k â€¦ https // t co / vTSvQiIahQ,
915,28078, @ DuttRocky9 @ AsYouNotWish Khud tumhare alawa koi aur mazak nahi udayega . No1 cares what Indian Parliamentarians wear,
916,5027, @ Gurlwithcats account se tou mute kar diya magar dill se jo notifications jarahe hain unka kya ðŸ˜®,
917,24671, Happy Birthday @ chal _ jarina ðŸ¥³ðŸŽŠðŸŽ‰ Sometimes i find myself in nowhere but sometimes in nowhere i find myself â€¦ https // t co / k11KBFdRDo,
918,33879, @ RahulGandhi Sir aap hare nahi ho life me ups and downs to aate rahte hain Dalal media me parwakta na bhejne ka â€¦ https // t . co / WkhW32xqxv,
