,ID,Text,class
1945,9294, stalked my mama on fb . so happy to see her living her life daghana laag niya uyy 😳,positive
1946,9296, @ ZehriiiBaloch Why they issued scholership to them ?? Yay to Social media ki mehrbani hai k ab koi kam chup nahi sak … https // t . co / qizUla1N2W,positive
1947,9297, @ sardanarohit Are bhai koi chinta nahi Nishant Verna Ashutosh Mishra aur bahut sare Congress ke unofficial spoke … https // t co / psqYTttEXR,neutral
1948,9298, @ Kathrin _ bridges @ Chai _ charsii Kuch likes Kai leye ?? Mainy troll tou nhi Kiya apko,neutral
1949,9303, bc bhaag gaya phir # 4DaysToBHARAT https // t . co / RcbtRWEVWp,neutral
1950,9304, @ maidaFarid _ Bilawal Jo gender identity crisis main phasa hua keh rhi . Apna sir scarf main phasa hua nazr ni ata isko 😂,neutral
1951,9306, @ SanjayAzadSln Ha Bhos r ke Mathura me to tumhare jija lagte the na topi wale tabhi pet me Dard nahi hua Jamanat … https // t . co / I5o7klRSWz,negative
1952,9315, @ SriSri O My Loving Guru ji please accept my deep obeisance infinite Pranam love & thanks . With love - Pravin,positive
1953,9320, @ sherryontopp Sardarji Ab politics chhod ke world cup dekho chupchaap Hypocrisy ki hudd hai,positive
1954,9323, For me The Best moment was when Prithvi Singh Says - LAUNDA SERIOUS H .. Totally loved it … https // t . co / iwCHlALBsN,positive
1955,9327, @ theorignalmalik @ AshrafFem Bjp congress sp bsp koi bhi ho yeh kbhi musalmaan ko aage laane ki baat nhi krenge … https // t . co / d2sIjC38Jd,negative
1956,9328, @ lillyana110 @ chrisc _ 1224 yayyyyyy i ’ m so happy for you !!! your going to be such an amazing mom . congratulations !!,positive
1957,9329, @ munirahmedap Ye Qanoon - e-Fitrat hai Social System jo Khuda n design kiya is m Mard ko hi agay chalna hai wo dun … https // t co / zllhJbml0n,positive
1958,9338, kyunnnnnnnnnnnnnnnnn is takle ko invite nahi kiya PMO ne ? kyun 🤣🤣🤣🤣 https // t co / In6DE30hZA,neutral
1959,9341, Aapne kaam kiya hai isse koi inkar nhi kar sakta lekin Aapko vote isliye nhi diya Kyuki aapne itne galat decisi … https // t . co / 8Ap3aSCkI7,positive
1960,9342, @ sherryontopp @ sirpawanbhakuni Jo sikh apane shabd ki kimat nahi janata wah aadmi nahi murda hotta hai Agar sachch … https // t co / WOn4h3MuoK,neutral
1961,9344, @ narendramodi congratulations sir Salute Desh k liye aap bahut special or imandaar h Bas ab duniya m bhi desh ko … https // t . co / 7sSfaKwame,positive
1962,9345, @ nitinbhatia121 Sir phle yutb pe jab search krta tha ( heiken ashi n ) to n lekene ke bad hmare channel ka naam nahi … https // t . co / TJof8rchCT,neutral
1963,9349, @ sanjaynirupam Jo byakati Balasaheb thakre ka nahi hua wo kishka hoga . Hindu hridaya samarat Balasaheb thakre ne n … https // t . co / 7NfXeQMq8J,negative
1964,9353, @ aamir _ khan @ paanifoundation Great work sir bas desh ke against me bolne se bache,positive
1965,9357, RT @ Amitave33559131 @ ANI @ PiyushGoyal BJP ki yahi baat achchi hai ki ve log apne karyakarta ko importance dete hai Isiliye unke karyakar …,positive
1966,9359, Coin Pair DENTETH is running up for a couple of minutes ! # DENT just now went +3.66% ↑! It might be a good very short term investment .,neutral
1967,9362, @ Ad _ the _ idol @ Shampab206 @ Nishi453 Mera Dushmaan kaun 😌😌,neutral
1968,9365, Pegar a jogada da partida jogando de Lucio com uma internet cheia de lag é pra fechar a noite com chave de ouro !,neutral
1969,9367, Kuch seekho ... ye attitude chaiyai agar world cup jeetna hay https // t . co / v2of5CS5xJ,positive
1970,9373, BJP ke hi Nahi apitu Pure Bharatvarsh vartmaan paridrishya me ab tak sabse safal Rajnitigya @ AmitShah ji ko Grih m … https // t . co / AC7qkG3fz3,neutral
1971,9379, Ahmedabad India Aaag India's on OC2O . A free online classifieds website date pool day restaurant pictures spo … https // t . co / lhWkX0o77R,neutral
1972,9380, @ chitraaum ma'am u r so so so so good seriously iam saying Kya reporting ki thi Aapne elections result wale din … https // t co / INlisl6ANU,positive
1973,9384, @ abpnewshindi @ ashokgehlot51 @ RahulGandhi yeh godi media @ abpnewshindi apni harkaton se baaz nahi aanewala laaj sh … https // t co / MitYkryEG3,neutral
1974,9388, @ AmitShah @ narendramodi We are fortunate blessed and privileged to see Sh . Narendra Modiji as PM and Sh . Amit Bhai … https // t . co / 5kGyHcOYQR,positive
1975,9389, @ PMOIndia Congratulations Modi ji dobra desh chalane ke liye ... Auor Modi sap se vishesh nivedan he ki kripaya bank … https // t . co / Smh0MId9rZ,positive
1976,9391, Matlab mayray saray azeez pankhay mar gay 😤 Pata nahi Kon ajnabi log ab mayri tweets like kartay 😔 I want new pankha's,neutral
1977,9402, # PledgeAgainstCorruption @ Gurmeetramrahim Good morning guru g bless us and give us power to do more and more Sewa … https // t co / WM9If6btF2,positive
1978,9406, @ MaryamNSharif Hamare ilaqe mein to Ayub or Zia k bad koi naya hospital nei bana . Jo hain unki bhi halat khasta hi … https // t . co / FqPZOsL9zI,negative
1979,9409, @ F164705869 @ AnupamPKher Achha ye hoga ki private company directly hmse aakr khud hi khrid k le Jaye date place decide kr k,neutral
1980,9412, RT @ ZameerMaan Lahore Qalander ka jala Pakistan Team ke match bhi phook phook ke dekhta hai . Without any umeed,neutral
1981,9419, RT @ KMSHETTYP # KareenaKapoorKhan - Our Bebo beauty Queen comes back with a Bang in her ' Dance India Dance ' Show as The Super Judge from 22…,positive
1982,9424, JCB ki khudai shuru ho gyi hai https // t co / 6kC4daXArW,neutral
1983,9428, @ hamada _ najar Hello Good morning I would love for the Follow back USA # FreePalestine https // t co / wnRBsomast,positive
1984,9435, @ NayakRagini Mere jaise lakho log jo media k biased behaviour s pk chuke h aapko advise h ki media ka bycot kro aur … https // t . co / d15Hbb84U9,neutral
1985,9438, @ VasundharaBJP @ narendramodi Congratulations Hon . P M @ narendramodi aapko jeet ki bhut badhai ho . Congress vale aa … https // t . co / 8Dvf1phy1A,positive
1986,9440, @ Vandana38633149 Pahli bar sunne me aaya vandna ji Happy nelpolis day all girl,positive
1987,9441, Excited ako for 2D animation in the past sems kse iniisip ko baka masaya Pero hindi pala HAHAHAHA,neutral
1988,9450, @ ImranKhanPTI pakistan me hindu ladkiyo ki kidnapping aur jabran nikah pe koi kuch nahi kar sakta . lekin pakisan ke … https // t . co / KiDNh94K4h,negative
1989,9451, @ SushmaSwaraj U r shashakt u r an example of true women empowerment we all love u bhagwan aapko swast rakh … https // t . co / IYbrzk1I9x,positive
1990,9452, RT @ shrewsweb ADMIRAL HOME SHIRT We are proud to reveal our NEW 2019/20 @ admiral1914 Home shirt . 🔷🔶 # SALOP # BlueAmberArmy https // t . co / ue …,neutral
1991,9454, @ SyedHam14393491 @ MaryamNSharif @ rubinasadiqe Wah ... jooty prty ns ko bolta surkh roo ho gy .. adalt saza hoti . Bolta awam ma jeet gy ... wah ...,neutral
1992,9456, @ RanaAyyub aap Jitna Bjp ko Hate Karogi utna Bjp Aagey badegi Aap or @ MamataOfficial Mai koi Farq nai,negative
1993,9460, @ RstyClinomaniac @ meeru19670687 @ Muhamad72742240 @ lrshadBhatti336 Aby islam ko par ja ka in ke jhaga teri maa bhn … https // t co / PxkIGbwdgT,negative
1994,9463, Jis din is Mamta ke speech ke dauran koi aadmi ... ALLAHUAKBAR bolkar ... fataka fodega na ... tabhi asli maza aygaa ...!… https // t . co / UfGhmYMgKN,negative
1995,9473, Mujhy ye Wala Best lagga @ Baat _ Sunoo BTW Nice Attempt ... Can improve more Best of luck 😊🙃❣️ https // t . co / xpXjIkACqc https // t . co / vbeSydzb0A,positive
1996,9479, OR EVER TOUCHING FEET OF THE HON @ MELANIATRUMP MA'M KINDS HON 1ST LADY OF USA !! BUT RIGHT NOW HAPPY RAMJAAN MONTH !! good night !!!!!,positive
1997,9481, @ sardanarohit Nhi chahiy ese bhrast neta hamare TV dibet me ... Jo sirf chilla chilla kr dibet nhi hone dete ... Hone … https // t . co / CrOA5osM6Q,neutral
1998,9488, Sharm ani chaheye is so called President ko shkal sy hi bewakuf lagta ha jese koi pagal bat krta krta dant kaat le ga,negative
1999,9493, @ aspalod @ ysaumitra @ SrBachchan I loved Amit ji as Jai .. that dry sense of humor .. those one liners .. the roles wer … https // t . co / ySMfr7zBAE,positive
2000,9502, @ kami _ banani i'm not that bad at self promo ok,neutral
2001,9503, @ myogiadityanath Manani mukhyamantri ji Banda Bhoomi Sanrakshan sinchai Avm jal Sansadhan Vibhag me bhi bahut bhars … https // t . co / P2YTx58gKt,neutral
2002,9507, @ fawadchaudhry Sir ji ap chha gaye hain Tusi great o,positive
2003,9510, @ AhsanAh57549597 @ SarfarazA _ 54 Ahsan bhai Meri taraf se Best wishes di jye ga apnay bhai ko 🇵🇰💚,neutral
2004,9513, @ PintuPa56868468 @ ibhagwa _ n This is mother who gave birth to son who became CM and PM I will say that the son is … https // t co / zyjvcTomeU,positive
2005,9515, RT @ ladywithflaws @ RealHistoriPix @ ipunamchoudhary @ pratyasharath @ theflyingnemo @ AMIT _ GUJJU Aag mat lagao ladkio Mai . Hame Nahi ladna 😂,neutral
2006,9518, @ TMKOC _ NTF aaj ke episode me @ moonstar4u mam apke kolkata ke raasgole anjaan maheman ke liye 😊 aur hamre liye ?😊🙋 # TMKOC @ AsitKumarrModi 😉,neutral
2007,9522, @ RoflGandhi _ Chatne main sambit ko pichhe chhodna chahta hai BJP main competition jo bahut hai,neutral
2008,9524, My energy for Eid Safayi 😪 https // t co / OZrNTJGmgB,neutral
2009,9527, @ aajtak @ sardanarohit Abhi darbari patrakar Nahi hote hai isliye congress ka zut bikta Nahi . aap desh k virodh me Ka … https // t . co / LuaKy9S9ML,neutral
2010,9531, @ 1AnkitYadav @ flukypunditry @ kanhaiyakumar @ Shehla _ Rashid @ shahfaesal Maine iss liye pucha coz I am from Mumbai aur … https // tco / ti1NXW0A0f,neutral
2011,9532, Israel America India tumhare kabhi dost nahi ho ... ae musalmano in per bharosa mat Karo ... ye tumhare mulk or Islaam k dushman hain,negative
2012,9536, @ nsvirk @ DrKumarVishwas @ RubikaLiyaquat Problem police ke misconduct aur misbehaviour pe hai Rural area ke case me … https // t co / jRl8sz0SwT,positive
2013,9539, @ vigyan __ @ prankies Are sirf awwal in shriman ne to flirting ko kala ka darza dilaya h,negative
2014,9543, RT @ FilmHistoryPic Cast and Crew of ‘ Jo Jeeta Wohi Sikandar ’ released 27 years ago on 22 May 1992 @ aamir _ khan @ TheFarahKhan https // tc …,neutral
2015,9545, RT @ rjcmxrell i miss you and it ’ s killing me,neutral
2016,9546, @ Kavita _ Sharma4 EVM me dhandli Ho sakti hBut etne bade level pe nahi Congress ko agar Vote lene h to Andar hi and … https // t co / M4Y2yVQ1wA,positive
2017,9549, Aacha hai iss corrupt k liye bharkain marna band karein aur Allah per unki beemari chor dain agar aacha hona hoga t … https // t co / OntXMkeLdN,neutral
2018,9550, RT @ PieterSchoema15 Elke oggend lees ek van nog n Boer of Boerin wat vermoorgemartel isdan gaan n stukkie in myself doodElke druppel Af …,neutral
2019,9553, 1992 k ODI World Cup ma PAK WI k khilaf pahla match har gia 2009 k T20 World Cup ma PAK ENG k khilaf apna pahla ma … https // t . co / TLSSLXbsbZ,neutral
2020,9555, @ rdhn7 lol modi ke interviews haha dhokebaaz hai modi,negative
2021,9556, @ marvisirmed @ ashrafghani Reporter madam app thakti nahi hain bakwas ker ker k ? Ms . 🐸 nahi kyun kay mujhe gairat nahi ati,negative
2022,9557, @ MehwishButt78 Aaj hamare haan waqai thand see hai baarish bhee hai but inside home it's nice and chilly 😍😍,neutral
2023,9558, Loktantra vijay hua ... Har har modi Ghar ghar modi Sabka sath sabka vikas sabka visvas https // t . co / gqCM4HvJg9,positive
2024,9559, RT @ kynamariee evryone might leave you but one wont and it is God,neutral
2025,9560, @ TheQuint Apko is baar ke sarkar mein hum sabhi miss kar rahe h . Aapki Sundar karyasaili ki mein fan hu . Aasa Karti h … https // t . co / jEyPDBCOc7,positive
2026,9564, @ RajatSharmaLive @ narendramodi @ indiatvnews bharat ke rail department ki halat bahut hi jyada kharab hai iske liy a … https // t . co / JR3Z1TyvQ3,neutral
2027,9569, Mera 24 Ghanta se jyada ho gaya hai abhi tak mera problem ko solve nahin kiya WazirX ne Mera OTP code nahi aa raha … https // t . co / 3RAnZfx8yd,neutral
2028,9572, @ aapkadharam Hello sir ji 🙏🙏🙏🙏🙏 Sir ji mere dada aapke bahut bade fan the Mera pura family deol parivaar ka fan hai … https // tco / oK8UKL6Nlc,positive
2029,9574, kya ap meri madad kar sakte hai mere gao me rode nahi hai jabki 20 sal se bjp yaha jet rahi kya ham bjp ko apna vot … https // t . co / AIqC4V1lzE,neutral
2030,9579, @_ whatsinaname Meri bhi yahi aadat hai abba bohot chillate hai ki eye sight kharab ho jaegi and all 😂😂,negative
2031,9581, Icc world cup ke joh warm up match hue hai ji woh bhaut interesting hue hai ji AMAZING Superstar Jai hind ji to … https // t co / oZF2zZKjpq,positive
2032,9583, Good news for Youtuber Is mahina apne channel par kaam karke dekho revunue jyda milne wale hai Han ads bagera jyda arha hai,neutral
2033,9584, RT @ fr _ suman @ TarekFatah Tarek sahab you have brought up very relevant issue . You have great empathy ability to feel for others . Appreci …,neutral
2034,9585, RT @ FanKrpkab Dear @ StarPlus Tum behare ho ? Arrogant ho ? Humari wife ho ? Toh fir sunte kyu nahi ho ? Ek ZAKAAS wala promo de do na #…,neutral
2035,9586, RT @ kashij3 Guttar k dhakuno key choree say shru kiya hua business is Arz a Pak ko lootnay tuk pohncha . Kitnay banks fail huay log medici …,neutral
2036,9592, @ Acid _ 6969 @ Saim _ Hun Isliya we lost the match mujy lga players ki glti ha but unfortunately i m wrong dudee,neutral
2037,9595, @ sardanarohit Kyu sir ? Wo achha bol leta hai high light ho gaya to niyam kanoon pel ke jail me daal diye .. aap lo … https // t . co / 3aE9Aa5pUc,neutral
2038,9599, @ UberEats _ IND how can this be undeliverable ? Distance is not more than 5 mins / 1 . 5km . I have ordered from much more … https // t . co / 3yfYMRNIxa,neutral
2039,9600, @ rssurjewala Aapko kya kerna janata modi ko pasand kerti aur Gas Cylinder 17kg ka 2000 rupiya mein kharidegi aapko … https // t . co / Uqn0hUlsHK,neutral
2040,9601, @ khaaksar77 Waalakum us Salam Brother Same to you with prayers khosh Rahan,positive
2041,9609, RT @ Karm2succeed @ Samiullah _ inc @ INC _ GAURAV _ @ sambitswaraj Bhakto ko ullu banaya Bada mazaa aaya ... Yours sincerely modi,neutral
2042,9613, Yo boys give me the best / funniest pick up lines you ’ d love to hear a girl say to you 😛 This girl wants some fresh … https // t co / JUHzOrxGP1,positive
2043,9619, congress CWC ne aaj kaha ki cong sanvidhan ki raksha ke liye ladti rahegi . kya unka aarth he ki modi sarkar sanvidh … https // t . co / JGOftuBji1,positive
2044,9620, @ BeingZehraaa Haaayeeeee sachi ?!?! You are so lucky sis . His eye lashes omg 😭😍 you are a blessed one aren't you ? Allah Nazre bad see bachaye,positive
2045,9622, Tum hajaro saal se jo dogli chal chal rahe ho aur sab apne baap ka samjhte ho uska kya puvhhiyo apne baap dada se k … https // t . co / It6vqU67KM,neutral
2046,9624, @ OfficeOfHB Bahut bhut subhkamnaye or badhai bhai hanumanG beniwal ko https // t . co / ILR0fTrJfC,neutral
2047,9642, @ Cypruusss Yaha wala ko kabalo nga birthday man diay nimooooo hahahahahhahaha sorry kuya cyp 😚,neutral
2048,9652, RT @ CoolGuyM Pakistani Fauj ka Captain 👆🏻 jo mulk ka sara budget kha raha hai . Aap bhi iss ki Iftar ka manzar apni ankhon se dekh lein k k …,negative
2049,9654, RT @ aparanjape # SwachBharat was a great initiative in the last term of the Modi Govt . It needs to continue . But in addition we need a sim …,positive
2050,9656, @ marley _ de _ rasta A song I'll definitely dance to on my wedding day ❤🔥,positive
2051,9657, @ ambedkariteIND Meat or Gost ? Iss video ki jaanch honi chahiye Hindu Gost nhi bolte hain . Koi bhi reaction dene se … https // t . co / sqvUPX7wCU,neutral
2052,9659, @ NicoleR1706 Of course Nic . Wo smart momo ka chotu hai ... he should not forgets 😃,positive
2053,9663, @ PJkanojia @ NazranaYusufzai actualy i m not sad about it .. bighairathi ki intiha hain yi .. any how koi nahi aaj in … https // t . co / FrlIOKvJZW,neutral
2054,9665, Kisko pata tha Fair & Lovely vely ghis ghis kei itti gori ho jayegi yeh ladki 😜😜😜 By the way die hard fan of … https // t . co / hPCJPt54wz,positive
2055,9667, @ MaryamNSharif Lanati ko marney do haram khor NS nasle harami baddiyanat e azam na ahle azam iblees ka chela lo … https // t . co / S6AZpaZjb5,negative
2056,9676, Cogratulations modiji today we are happy because we got you as our Prime Minister again Please give your reply to us 🙏🌹🙏🏻🌹,positive
2057,9677, @ AmitShah Amit Shah Ji please Jet Airways ke employee ke bare mein kuch kariye Parivar wale bahut pareshan hai bhukhe Mar rahe hain,positive
2058,9680, @ KailashOnline @ vijyendrajadon Bahut bahut badhai dada aap ko v or modi ji ko v hum saty kk . Sath chale or jite v … https // t . co / w92k0etCbn,positive
2059,9683, @ iVeenaKhan Media walon ny apki mistakes say entertainment deliver ki ... sath nahi dia ultaa expose kiya ....,negative
2060,9685, @ smritiirani @ NamoINDIAPM @ smritiirani and @ namoindiapm Smriti ji i love u nari shkti aage he congratulations god k … https // t co / WvYq221um3,positive
2061,9688, @ erbmjha @ TajinderBagga @ sardanarohit Wohi to hypothetically toh Raul Vinci bhi Rajiv Gandhi ke suputr hain but … https // tco / wZDcXgfpEC,neutral
2062,9694, NAMASTEY VAV we all kpopers are welcoming you all and gladly sharing our love with you VAV idols and Vampz fandom ... https // t . co / vnzDSQ7Th4,positive
2063,9697, @ sardanarohit Tumhe bjp ki chatna hai uske liye Congress ke spokespersons ki kya zaroorat Ab koi rukawat nahin L … https // t co / LJ9zKKX0Va,negative
2064,9700, RT @ Roni17986300 @ AAPInNews In classes mein teacher tumhare liye election ka data banyege padahi se tere Ko koi MATLAB nahi,neutral
2065,9705, @ narendramodi Jay Hind Want to highlight one issue . In our society on Army person family need to take school admi … https // t . co / wqJZnyBtBT,neutral
2066,9706, RT @ Laywaney 🌼 Good Night Friends 🌼 🦋 Follow Everyone Who Like & Retweet This 🦋 🦋 Reply With MNAor GN 🦋 Follow Me IFB 💯,neutral
2067,9708, RT @ Rahul31316222 https // t . co / BfQUHJIB7C . Gud nyt guys with his emotional song jise sunkar sari tension chli jayegi only # mom ko hug krn …,positive
2068,9711, Dhan Dhan Satguru Tera Hi Aasra Gud Morning sOhNe Dr @ Gurmeetramrahim ji bless all apna v khyaal rakhna sOhNe g … https // t co / IBms1AnSv0,positive
2069,9712, @ News18UP Ab ismein tanashahi ravaiya kahan se ho gaya yar ye to unhone achcha hi kiya agar police ko dought ha … https // t co / een4KcMu2J,neutral
2070,9714, @ anavrittim @ Devahoothi I say it's more chalta hae bhai attitude As Metros r govt controlled except for few lin … https // t co / 0oqzxs9PJd,negative
2071,9715, Btw don ’ t get me wrong main ye nahi kehta ke foreign cheezon ko pasand nahi karna chahiye . Buss ye keh raha hoon ke … https // t . co / welhAeS18j,neutral
2072,9718, Vande mataram @ Deshmera _ desh ki baag dor bahut samay Baad sahi haathon Mein aai . Jai Sri Ram jai hind . https // t . co / hj8ZuNLPsN,positive
2073,9723, @ Anamkha04239881 Baishak dil ka sakoon Allah ky Zikar m Allah p hi bharosa rakhyn Sab acha Hoga,positive
2074,9727, # Askstar Ajinkya Rahane is more effective at no 4 in World cup ? # WorldCup2019,neutral
2075,9730, Allah ( Swt ) Farmatay Hain Jab Mai apnay banday Say khush hota Hon tw Unko beti Kay Roop Mai Naimat Ataa krta Hon ..… https // t . co / vIY78eqq5F,positive
2076,9733, @ KhattakSaab11 Me agree krta hu lkn is pe pakistan ka to masla nhi jo log qanoon bnate he r torte he wo begherat hein,neutral
2077,9738, @ MamataOfficial Ye to apke liye ek achha mauka tha un Bengali bhai bahano ko samjhane ka ki ye sab political viole … https // t co / 1VTYoPo2BX,negative
2078,9744, RT @ anuragkshl @ rahulkanwal Why ?? Bottom me @ Atheist _ Krishna ka watermark nahi dikh rha baawle,neutral
2079,9746, RT @ iamsrk Not to make anyone sad but just … “ Jaanta hoon ek aise shaks ko main bhi munir Gham se patthar ho gaya lekin kabhi roya nahin “…,neutral
2080,9748, @ horuspk @ ayeshakhalid7 @ SHABAZGIL Look at his face ! Is that the face of a corrupt policeman !? He is so embarrassed … https // t . co / UsFbKnbjBT,negative
2081,9753, @ AhmerNajeeb bachpan s ly k ajtak is team ka yehe randi rona dekhty aa rhy hyn k ye hamesha possessive khelny lag j … https // t . co / YU8ghyVY9u,negative
2082,9754, @ TheChahatt Allah se duya kartahu ki tumhara din Kate hamesa 🧚‍♀️ gd & very gd 🧚‍♀️... gd luck sweet dreams ...😴😴😴,positive
2083,9757, @ nishantchat Dallo O Dallo Jhoot ki Dukan Band 😂 😂 😂 https // t co / caaD6GdGoh,neutral
2084,9764, @ MaryamNSharif Ye thi okat tere chor bap ki https // t . co / hMs0uu80tK,negative
2085,9769, @ cricketworldcup @ MazherArshad ICC ko walon ko waqt se pehle hi kisi ne bata dia tha Wahab Riaz wc khele ga 😉😉😉😉,neutral
2086,9772, @ ZenSays _ @ AshrafFem Maine to Islamic terrorists ka bola tha tere Jaise jihadi Ko mirchi kyn lagi ... Tera bhi hua hai kya halala,negative
2087,9776, @ Nabilgabol Yeh sub aap logo ki dua aur kartoot ka natija hai . Sorry Nabil bhai Abu bachao muhim aur bhi problems l … https // t . co / cKKSf77suB,positive
2088,9779, RT @ sunita2318 💕 Good morning my sweet sweet papa @ Gurmeetramrahim ji 💕 🌲 Plz bless me more sewa sumiran parmarth ka bal 💪 ba …,positive
2089,9782, @ follow2deep @ NSdeshbhakt @ Shraddh64712686 @ 003Gayatri @ sneha78124017 @ DURGAGI48780097 @ Radha274402 Bhagwan ka naam … https // t . co / CUdbKOKFQl,neutral
2090,9784, RT @ Raees74082522 @ Bollyhungama @ iamsrk Kitni movie ke sath naam joda ja raha he yaar bc kabhi marshal kabhi Don 3vikram vedha satte pe …,negative
2091,9786, @ Bashar _ Mominn @ UmeiraB Yeah exectly she said me once tum mery khwab m aye thy raat ko when I asked about the dre … https // t co / 3N66xBYaHq,neutral
2092,9787, @ VoiceofDogras My great grandfather pt mehanga ram Ji was girdawar at gilgit till the time of partition . He served for 40 years there,neutral
2093,9789, RT @ pjmIoveIys What is he so cute for 😭 https // t . co / RR0Sj3gkNT,neutral
2094,9790, RT @ pankajcgupta @ DeepikaBhardwaj The human civilization has been ever evolving due to those three words . Simon Go Back I Love You Modi …,positive
2095,9791, @ SrBachchan Exactly Sir Namashkar Sir 💐🙏💐🌹 We love you always Huge Fan Of Yours .. My two years old daughter named … https // t . co / rwRV4AdA4e,positive
2096,9793, @ yadavtejashwi laluYadav is a great philosopher he made coreauge to the downtrowden & poorIndian's this thought was … https // t . co / gDkzXAoLlW,positive
2097,9795, Sir @ narendramodi ji aapse vinamra nivedan hai ki prayagraj me bhi aise hi kai coaching classes chalti hai jinme su … https // t . co / snjz43Oocq,neutral
2098,9803, Welcome Modi g 2019 hamare village Mai 20 year se koi vikash nahi hua hai kai baar sikayat ki kuch nahi hua na kh … https // t . co / iABtSrnK2w,neutral
2099,9808, RT @ Linaainaafifi Istikhara is real You seek from Allah and He gives you when youre ready for it It might be hurt for a while but you …,positive
2100,9809, @ its _ hema _ I hate all type of parathe's but I don ’ t hate muli ke parathe . ~ Me farting . # oksorry,neutral
2101,9815, RT SRKxPREDATOR SahilAhmed44 Abe laudu kise pagal bnara hai Saaale D4 ki news ye fan dega terko ? Isse achha to ek fake account bnakr khu …,negative
2102,9820, Shab e Qadar Mubarak to all Muslims Remember me in your prayers May ALLAH bless you all & protect you from evil e … https // t . co / aL4GcNWoIy,neutral
2103,9821, Okay now that we are at desi street food Some of the best i have ever eaten • Dehradun ke momos ... THEY ARE THE BEST … https // t . co / Su0IAygKrC,positive
2104,9826, @ SanjayAzadSln Namooney Vanshavaad ka matlab ye nahi ki kisikey bachhon ko mauka naa miley ... Vanshavaad wo hota hai … https // t . co / sbKzAtNALa,neutral
2105,9835, @ RadioPakistan @ cjwerleman @ nazir _ lord Buz dil kuty indian,negative
2106,9837, @ PiyushGoyalOffc 3 sal tak intjar karne ke bad bhi hamari mange puri nhi ho saki running staff khush nhi dukhi hai … https // t . co / AIiDM9WF3g,negative
2107,9839, @ DocTeddy @ El _ universo22 @_ YourMoriarty Ye me be abhi notice kiya tha tmhare comment se phle ke me ne kiya likha he,neutral
2108,9842, @ My _ Prospective _ No 👿👿 shayri ki gehrai mai jayie 🤧🤧 or log jo jhute hote unpe sab vishwas kr lete h isko vo mtlb h 🤧🤧,neutral
2109,9843, Super tiring day but Thank God for FOOD 🙏🙏 sirf khane ka sahara hai mujhe ab 😂😂😂 khoob barish mile kisaano ko 🙏🙏💃,neutral
2110,9845, Tere jaise Hutiya ke paida iss liye hote hai taake tu backchodi karr sakhe ...... 2 din pehle tu Narendra Modi ji ko … https // t . co / H2CkK5QRPY,negative
2111,9849, @ imPakistaniLAD @ SarfarazA _ 54 Jo banda ail haar pe ronay dhony k dramy shru kr dy wo hamdardi ka haqdaar nhi hy aur … https // t . co / L0ST6OzvrW,neutral
2112,9857, @ NedaieKhalid randi ka bachy sala mater chod afghani kuty,negative
2113,9858, Excellent move now party is on the right track @ RahulGandhi Jindabaad jindabaad jindabaad Rahulji must have roa … https // t . co / pPIZ3lYsTI,neutral
2114,9859, RT @ Mitokee @ theskindoctor13 @ sherryontopp Sabse pehle to yeh politician hain ya shayar ? Sala inki puri party ka system hi lull ho gaya …,negative
2115,9860, @ siasatpk Ghareeb haq halal kamany ghar se iss nahi nikala ke haram pe palnay walon ke zulm ka nishana banay .. Gho … https // t . co / cBOT71kEez,neutral
2116,9864, Himmat mat har rak hausla wo manjar bhi aayega Pyase ke paas chal ke khud samundar bhi aayega Yu thak-har kar na … https // t . co / xs9CVlzY3X,positive
2117,9865, @ TalatHussain12 2014 main tere baap nawaz shrif ko tu bulaya tha modi ne q us ne tu modi ki maa ko sari b bheji thi … https // t . co / P3iIJJ4GKG,neutral
2118,9875, @ SadafJa38004147 @ Sumeramushtaq19 Is ka matlab mujeh inko zeyada danda nahi dena chahiye . Warna me bhi block ho jahonga . 😨😨🙏🙏😂😂,positive
2119,9880, Abe bokichodi @ MamataOfficial ye Hindustan tere baap ki jagir nhi ki Jai shree ram na bolne de . Or sun mai BJP se … https // t . co / kTMs9QL1EI,negative
2120,9883, @ smritiirani Didi aapne new India ka sapna sakar kar diya . Many many congratulations,positive
2121,9884, @ farah __ ks ab ye afwah kon fela rha h ki jo bhi 5 may ko India ka match dekhna ke bad Bharat movie dekhne jayega … https // t . co / 6hr6BmSDRj,neutral
2122,9893, RT @ dreamsheikh Jaisy k Aap logo ko pata h Ramzan ka aakhri Ashrah h or Ba barkat Raatein Hein To Duaaon me Yaad Rakhein Allah Aap Sab ki …,neutral
2123,9903, @ samajwadiparty pichle 5 saal app ki sarkar tha app ne dalit pichde jaati ka vikas itna kiya ki lucknow me 300cror … https // t co / m8x58TIUpl,neutral
2124,9909, Happy bdday @ tehseenp May god bless you . 😃 enjoying the day,positive
2125,9913, @ MamataOfficial jai shree ram . DIDI jai shree ram ham bhakat h shree ram ke aur hame koi rok nahi sakta jai shree r … https // t . co / yy3C5aXLmp,neutral
2126,9914, @ Syedees Phir wohi baat bahi kitni khubiaan haain tum logon main jo kam bc scientists yea nahi bata payee ka larka … https // t . co / kmoGBdFKk4,neutral
2127,9916, . JAI BHEEM . . Great News 4 BAHUJAN KUMBKARNAAS becoz of whom dis is in Happening This is de Kick Start an Art of … https // t . co / oDR5y6rJgT,positive
