text,label
Honor captives themselves have come to twitch,positive
delete,neutral
"Higra, who runs this wrong news, is Namankaram Namard, Sale Ravi Bay Chak",negative
"Game brother, enjoy all a lot",positive
"You have a person with me, you have done India",neutral
Now when the Congress's Kui spokesperson is in debate will not come per trap,negative
See Vaibhav and our Mr.,neutral
"Muh Nai Floomi D D Tihara Ram Bhagwan, not a king Delete, read Balmiki Ramayana",negative
Bhosarke's horseman Kra Goa Listen to Listen,negative
"What thoughts oh you guys, that path is more then to be expected to be expected",positive
"Baba Ramdev has become a male scientist like some leader, more black is to save",negative
Some pinch has been left behind in the ass,negative
It seems that,negative
"You media has made the bake of the whole country, the most important thing is given to the most of the country.",negative
"Today, you do not do the Congress ceremony, Mud husband is not doing it first",negative
This color is always recalled to these delete past,positive
Rohit Vemula was also killed per Rohit today,negative
No matter how much anti -bojap ya anti -juti propaganda spread,negative
Bhakat says that petrol money ho jai will also run per Sale Tom Mudi Kra Lee Lee Lake,negative
Assalam,positive
"Iradhan, who is confirmed by Idhin, who is on the Khudi Khudi, I got nervous",positive
Pakistanis do not panic petrol price,negative
Msra,negative
You do not consider your praise to be punished for your crimes.,positive
Marwari bomb is per is S,positive
Didi Yeh Aapki Bhem Hi Khan Mudi Ji New at New o'clock,negative
E blue in karma,positive
I do not understand how people blow their dharam,negative
"You guys have done this, a leader like an anaplog voted for his father",negative
delete,neutral
The same per may be the day of the tage of the tage handi,positive
Thank you because this is why it is for the mouth,positive
"Congratulations, you defeated Smarthi Ji Namdhar",positive
"Sagar Sagar, people like you are not worthy of humans like Tom",negative
"Seeing his Rajiniti shop closing, anger will come to inferiority",negative
"Look, Amna heard me, whose user name is Isha Hi Wu Usma",neutral
Wearing Pakistan's jersey,neutral
Watch the great May Fove in May Fove Coloir Veg Agar Tall Hair S Tad,positive
How compulsive Bihari actress will be in life,negative
delete,negative
"Upej is India, Rail Kui also does not answer data or money lighter",positive
The upcoming Punjabi movie titled Jind Jaan Watch was closed,neutral
Manirul Anubrata Arabul ISS Logge,negative
"Delete leaders are fine, meaning the next Pm must have been from UP",positive
Saab Mf Tero is the country here,negative
"At all, there is nothing Congress without the Gandhi family, R Jet is moving high",negative
Lathi,negative
Some of these quota stools are right Hurr e love,positive
Maya oh lap vote shock,positive
Blotchyerbukkarnival for my first book review,neutral
"I won and liked it, nothing is done while doing nothing but nothing but",negative
Better under Lamfaau,neutral
Up our favorite leader ha May Dua Buyer,positive
My wallpaper s very good so opening new A donated by opening other apps biess wallpaper,positive
Angr is fine,neutral
"Omar yes to congratulate everyone, the best per Pakistani team in losing all was the Basta Boyas Herney",negative
"These rhymes die, we have bid the news, we have given the news and fail",negative
Mr. Shriman has told us some new ones in the news.,neutral
delete,negative
These Tattas of Patm Bacha Bachh's Army Imran Khan's Khoot Propaganda copy copy,negative
"Even today, the Congress is also to like everything in their rule, dry grass",negative
Good Prabhat May Almighty Papa Ji Plan Bless,positive
Part like fair as you can,negative
Die a dam as much as there are strength,positive
"You are made a chutia, this video is made of this video",negative
"Namo, we are proud of you that Kui Per Age S Dhara Poy who",positive
You people have devotion and Hindu in the year of feku,negative
I wish Rahulji would have asked all these chaijo in the besides Rafael,negative
Modi ji Shah ji and Nath ji their tigdi will now take the country to new heights,positive
Mama ji good Prabhat ji,negative
Good Prabhat Father Ji Plus Black Service Sumiran,positive
Those wells in love with your subject our earth,positive
All Jharkhand Vasio on BJP's victory,positive
Ghaffar and there are some blessings who smile in our fake smiles,positive
"Now Tiny saint who has done the goat, now",negative
Abe brother -in -law Mirza Kasm e Alla's Hum,negative
The great head for the first time Pratapgarh is a common man's parliament,negative
"Congratulations, our country of new home minister to be made for Mr. Amit cum now",positive
About pass Indians,negative
"Ah Bless, they are the fingered well of the hint",positive
"There is no family of familyism, it is not from Banne",negative
You people will also say the key,negative
"Delete Funny Cheese S When Att comes per was an academic environment, give you levels",positive
"Do not mind, Mr. I want to say one thing, you do not get the right use of your Parliament",negative
Veeratian is not brother Amirsak,neutral
Happy birthday per may Simran Chaudari May Tum Pass,positive
"The real rights of all your prayers and all the loves are this people, they are Alhamdolillah",positive
"Using the May project of great video, increase Per per Retro Gammy Peace",positive
delete,neutral
"Hey Tha Pod S sub -was accompanied by Adh Slot thanks, so sponsored for the spin",positive
Eidladha Mubarak May was Higher Shakti Blass Each everyone in that May there amidst peace,positive
In the same disappoint,negative
The main itself is not a leta,neutral
If Hindu is killed in Pakistan per India,negative
Ed Mubarak from Ed Mubarak this Yaar A.,positive
Crisis S not Hindu Muslim crisis,negative
Mindbloing oops Shreya ji,positive
These chutia have started speaking,negative
"Bhaduria ji has her husband Zara illiterate, not educated but he feels educated",negative
Sanjay Singh Tom like Chu to Kui anyway,negative
There are some tasks,neutral
"Brother, even one",neutral
This song is amazing but May Jeena Bhi Songs,positive
"These are fake on S, they eats it everyday",neutral
Prefer Uinn Don Trans Iot Don't Fucking Look at It Ho,negative
All all per all,positive
Jummah Mubarak on this lucky right to give jumu ah in Ramadan,positive
Follow and retweet e follow,neutral
Pappu thought of lies and turning fake news,negative
C is saying that Narendra Mudi ji did very big,negative
The world's most honest man means today,negative
Who is this wood,negative
"This is our folded episode to pass, our favorite interview of something everywhere, he holds them",positive
"Kata This S Dlete was the last Friday, Ramadan, I received this day of Barakah.",positive
"Do not want to break in love with you, do not want to break in love",positive
Thank you cute everyday that,positive
delete,positive
"What is unemployed, looking at Wu, Ra Abd",negative
Excellected cadre running in Pakistan or Usak O Nawah,neutral
Pakistan makes World Cup Phula Milan B West Indies,neutral
"Ever think per good, stop this divid",positive
The youth of our Uttara Pradesh are also unemployed for medical paths for a year,neutral
Bhavesh is your name for this gif S,neutral
Happy birthday,positive
Demonetisation love,neutral
"Come, after the election of sisters, talk about some house householder but what",neutral
"Pak fun having fun, why not Vishal",negative
When you guys will not be neutral and like BJP spokesperson,negative
"Larca address the barber, tell me the heart of the person",neutral
"Yes, brother Sayyad Mahesh Manjerekar from S Bar",neutral
"Ah this s, so good May Illah Dena Salah and I have everything in the next life",positive
Jalebi so sexy nine,positive
Khakk quickly war,negative
Las hahahah tum hai hai moses may i love you so love,positive
Ktar Piari Son,neutral
Good Prabhat May Almighty Papa Ji Plan Bless,positive
"Your father's trha was robbed, not the goods",negative
delete,positive
These Bachun Kar Bap could not come to punish his father,negative
"Cuts are also like chutio, brother Tom Bell looks Buddhist",negative
Khan Afridi Yeh Jo Abhay Ukl's name P.,positive
Brother C Kio Movie,positive
Shame to Rahul Gandhi's disciples,negative
"Saffron Hindu is a minority in Pakistan, what is the condition there",negative
"Give this age and again and again, sing it, it is a thousand years",positive
"Thank you, so least did not give this time, I did not give it to",positive
The new account that you have made from you will be suspended.,negative
Jane you welcome you,positive
If you have won by contesting elections in Pakistan but India,negative
"Mashra Chhori Dar Dude, by the way English S",positive
The police did not get Kui done by the Hindu girl in Rajasthan,negative
"This is going to take care of per bay capable, was the next to stop",positive
Bowul is such that highths like spokes are not sent to the news channel.,negative
Why only NOTA has done wrong to vote here and the machine has voted for anyone,negative
I will give a street in your DM,negative
Alam Mo Ba Na Sobrang Bhagyawan had to like to pass per haihahahahahahah.,negative
"Semen good head, you have a very heartfelt pleasure or heap",positive
"In front of me, you do not have the courage to speak Smaje to speak in front of me",neutral
"Mr. you, make you focus acting pain, this is the ground reality, Nia Osse are very far away",neutral
We have become free from Indian but not freedom from Gazabiyat,negative
"You do not have respect, noa, we are trying hard to do some words to Granz but Tom",negative
"Airport Vimlesh ji does not fulfill this promise, Pahal said that if",negative
And you had nice to be the boy can do the boy Iot,neutral
"How much activity will be done, so chant Jai Shri to hit S criminal",neutral
"Shine, never agreed with me, I have not agreed to eat food",neutral
"At yes, I too was still age, later a canceled May Ola Redde",neutral
Sharma too e -hope tum pana at in your heart love,positive
Congress's big attack on Modi government prices,negative
"My drizzle broke it was all, thank you, thank you delete tips for you",positive
Tamanna tum aa very semen pleased blood,neutral
"Sir, Baldia Nagar is a mother -load, we are getting bloated, AP is not a buyer kava.",neutral
On dalmashian coast,neutral
Kom Winning Winning Team Kr Sath Noa should be difficult on the Belike Agar Kabi team,positive
Oh my God E Asha Iot can make it true,positive
"Congress will not be out of these, keep on cheating anyone",negative
"Pyaar tum shah head has started June, Asha you will definitely declare ISS Moneth",positive
Agar respected today's tribe Pori Pori Pakistan and internationally,negative
Teri kutat dhobi's dog nor house nor ghat papu now,negative
Illah my,positive
"Think the letter yourself, now why are you green because",negative
Sorry e -specialji in jokes not this hurra door,neutral
Using Suprabba Grove if you,positive
Mayawati spoke,neutral
Damn it is that these have been buried between S dogs,negative
To be a bad copy of killing Mamta but,neutral
"Hand over the fantasy story, we do not mean documents like service tax have been done, so many have far away",neutral
There are not only on Oni Sida,negative
"Politics ran someone's father, not a fiefdom",negative
Do not stop resignation,negative
Arif Ind Matlb,negative
"Trans are the fans of Hindu, this country is according to BJP",positive
We have never talked about the peak,neutral
"Modi JE had said that the nation has given a name message to his Parliament, but a Parliament did not listen",positive
The work of these friends,negative
Mehta lifeline love o,positive
Harmzada Tau Tara Bap Tara Khandan Poison Per Tare,negative
"They do not live in confusion but due to some donkeys, not all donkeys know",negative
Harr tau janab kya sides are Basines Hai in the business S family is intoxicated or that,neutral
The bounty of Modi ji was the only one of the people's sisters,positive
How is Maharashtra Naut in India you are just praising Rahul Congress,negative
This is the shutdown of the voice of the voice of the voice,negative
Congratulations win,positive
Tero Maa Ran -e -Madhur Ch Z Mulle's Najaij rest copy,negative
"By the way, you were filled with a very thin street, after the election result, now the media",negative
I am ads ascending and every one level has to be taxed and Id will have to get,positive
Congress gives Amethi defeat when he gave such a woman's leader,negative
"I remember all the Muslims per all Muslims, I pray your prayers",positive
"Mr. Mudi ji, I have been selected as a lot of selection",positive
You will keep doing jab jab and digging it,negative
"Wu is all cursed, who has ever done his father",negative
Complete Poy Q comments are buyer Re Mulla Tm himself,negative
delete,positive
Pircen Tum Kya Know Boy Babumari,neutral
"There are many donkeys, but not all people earn their own donkey from Tom, this is this",negative
Dahil May Special Closing Sicimulus from Ulit,positive
"Mr. Sir, there is no talk of Hindu and Muslim here.",negative
Kardia Vois Vois Vois Wores Olese of the Linga to Ramji's Anta of Ravan's Anta,negative
How much dirt and zalim,negative
"Diyodhar today was a Iot, one of one to like the spoke of a delete speech",positive
Cups what,negative
Great Pana Gee Great Time Perfect Your Own,neutral
"Ghazipur Kr people have to be developmental, Kerit Mr. did his very wrong dog",negative
Rohit Sharma remove your weakness and lift a hundred scold,neutral
Forgive up with the hawali of Id packet,neutral
You killed you in the next election,negative
"He was there, there was no response, but they will add addiction to you like IT levels soon",neutral
"Jai Shree to collide everyone, another thing to the Muslims of our country",neutral
Tax every ground,positive
Aari brother every human has different limitations,neutral
He has seen the blog of your sister Mani today,neutral
Dramebaaz and Tha Best Cheese SA Don,positive
Bring to Lenie Marg Jute If,negative
You may not remember the loud loud but the mine forgot the mine,neutral
"Oops, don't bhok hai oak bhokne nis tom",negative
"Pyaar was the couple of comedy, Paji O Nad Jinni Mm S.",positive
"You are spoiling the commentary relationship of your people, but this",negative
"Saru, a lot of victory in the morning, hoped that the animal of the country",positive
Jai Shri hit barley,neutral
"Brother again crushed Jiara, thank you",neutral
"This is called Freedom's speech, he said that uncle he is amazing",negative
"Congratulations, Sir, you will be in the Lok Sabha elections",positive
Level shaba khair,positive
Gues Muset Follow Her Fumay,neutral
Hey Kaka This secular people only become foolish of animals,neutral
Your channel s great but you have a stigma in the form,negative
Himat is not a stable of tax thief per tm,negative
"Hundred games have been played here, some of the praise of brother",neutral
That happy birthday on my birthday,positive
It has been done that you have not been feeling well,neutral
Mr. if or if orbit,neutral
Gad Net Papa Ji Plan Blace I come in May,positive
"This temple and the money in it, why your father is ashes",negative
Mam ji good evening,positive
Money Tabha O Barbad Fermay Joe,negative
Mr. West Indies have won,neutral
Shivi uploaded from Shiyad Insta,neutral
Joxo with that especially with that with that,neutral
I have every time of Croans on two shames,negative
Sleeping May of Pride Added Favorite Power,positive
"Yes, Bapu",neutral
delete,neutral
"There is no cure for the thieves of the thieves, just as you keep on doing choriyan yourself",negative
Tom never won from us in the Afridi World Cup or you are saying that snow,negative
"Canaani My mother S Bantvare thunder with mango pickle, May aunt oh dear mother",neutral
This settlement begs Illah to the people of Itikaf,neutral
Mam your next,positive
The soul would have done these salams and then it will be cut or cut,negative
Bhaijan ki,neutral
"Likes you do not like age, age",neutral
Yaar mdrchod kui and not jokes Tom,negative
delete,neutral
Kanjari Kr Bachao and stop hurting on the government of its original,negative
delete,neutral
You perform a performance they do very good on Aspna Starsports,positive
Jeeting left behind and truly tiles song,positive
Pakistan is not a dog,negative
Hume Way Ray already improved Ottawa,neutral
Excellected Muslim S and Muslim there is no secularism under these daughter,negative
"Congress did not work, kill Kui country, only tell the country",negative
Lsark Mere Aimi Emoji My Life Seeing Good Spirit Awesome,neutral
Ind is your thinking that you yourself and you,neutral
India's presentations are very poor. The news speaks in such a way that,negative
delete,positive
"Devotees make a difference from gossip to Nia, nor unemployment",negative
"Dont Oh, so I will put sweet uvu e",positive
Heart hoshes,neutral
They thank you to donate blood for Narsingh,positive
Haris Sohail in England Kra Pore Series,neutral
No Oni Gambhir Movie and Wu Creates Come,negative
Regarding the agreed to be a living,positive
This woman is very nice interactive and positive tail per woman,positive
Truth delete expectations are less than no less,negative
Zulkifl Hav Up understood the fun passed through,neutral
"Gandhi Union Close Union, hebbed well, herbs spoiled the industry, some criches",negative
Usus MensPapperout students don't make Naxalites. Gunjan is very tight already,negative
White guardian is going to be busy per bay Go Tail to invite your friend to brown them,neutral
"Mr. first, everyone is congratulating you who you have come back to win",positive
"Marriage in the mid -thirty -decade is a thought benefit motion, the buyer is the guests who are interested in themselves",neutral
"Humble copy is chosen as the delete was for the subject of the subject, all from the display struggle to hunting",positive
Surya Pyaar O head was this S was the right path.,negative
"Thank you, you are just in the Waltz, you can make you, so you like to work hard",neutral
Hasan Bhai says to AP,positive
Greetings head,positive
"For this, you always give you something, but when someone else was two or else, the exact thing was the right thing.",neutral
"There are settlements, by the way, only the anchor's dishonor to the show is delete",negative
"Tell me the head, your phone will be sold in the second market",negative
Do not tell anyone to tell anyone later alone,neutral
"When you leave politics, stop this naval man",negative
"Mardchod Bharti, soldiers write Hrami Aulad Hind BS and become a devotee of the country.",negative
"My whole wide world, you are every day, every single day when everything is wrong",positive
Satik answers some people feel that Wu is the contractor of Islam,neutral
Photo from Ustad Ghulam Nabi Unar Kalb closure,neutral
News Ish dog jute,negative
"Pakistan captain's statement is proving to be true, first matching is badly defeated",negative
Please delete two no nuts you love you,positive
An Aggar Podha written person is also an unfortunate in Somaj.,negative
Mamta Ravi Jai Shri hit,negative
Rosa Irot Level Uk Paan Iot level is fine,positive
Ni C Hum AP is not the trial of Ptwadi,positive
Ground Volunteers got into a likar along with that ground,positive
Can they sing Iot together,positive
"These are new India, a Jhooth Tom people will not be true to a thousand times, no one will be true",neutral
Hiratist congratulations,positive
Still opportunities Ajinkya Rahane and Yuvraj Ajinkya in England,positive
"Thank you Narendra Modi ji, you are not your father",positive
"Really, this is the prestigious icon",positive
Narendra Mudi today S Gaini Grani Gaini of very big swearing -in ceremony,positive
"I am not the victory of the father in the election, I did not have the manto Mudi's pom and the herre hat",negative
"If you were not a little for Madi Dua, you were not Tron's song Iot in IT",positive
Happy birthday you head,positive
"All of them to prove our pride, hold the presence of the presence of the responsibility of the responsibility",positive
"Slap Marine work Kui is a poor person, such people are free, not Kui work",negative
You hit Tobakko Bhagwan Sree than you are more dangerous,negative
Social media S has a fair less entangled with these friends sometimes even smaller than themselves,positive
"During this time, these BJP heads will give the quarters of victory, not its honor",neutral
Iyad Happy Birthday Per O Eyad May,positive
"Garbage has become more in the population of Indian Muslims, they have to do less copy",negative
Good Prabhat May Rockstar Papa Ji Plan Bless,neutral
Sharb a girl is really liked to like the delete route,positive
It would have been the Gita towards this,negative
How to see Rahul's wild dog's trial,negative
Safe went on in the bb but this summer well,neutral
"My friend old cousin is giving S giving flying kisses per randomly, but the road was of Ramadan",neutral
Oye stay in his own way,negative
Bajpai results out e -thinking your autocorite,negative
"Governance husband was not the vote, you were not a vote",positive
Join the cabinet by,positive
"He is the great day, he is the great right, today he was a don truns interact sprain, but A. Asha was the future",positive
Was only cases under honey boy uh a love snow,positive
And the lotus of the other is all other than the last year of BJP,negative
"Somewhere, this England person is deteriorated on Kohleenur",neutral
Trust the violation of the Lali gang,negative
Hume is really going per Kumari you travel,neutral
Watch you meaning improvement circus mental walking long distance adventure irrigation value,neutral
All were the best per teams which were,neutral
"Today became a big day, I was like life, it was a well -known train ticket",positive
Dhoom Prak India Beggar Level and Macron Overseas Chiller Highest,negative
The media has washed the brain of mangoes,neutral
"Thank you, so all the notifications are useless now",positive
Stir stolen searson saw black list,neutral
Because the Congress person is so cheated so on to some heads of Delete,negative
Ginseng went from Alwar,neutral
E love this picatura is therefore more on May is going on,positive
You are outspoken,positive
"Happy Pride Moth E Hope Tum Expected to Experience, even a little bit of delete in Moneath e",neutral
Team selection is not tip -up,negative
Hahaha fights,negative
Urin to understand Uinte Mome under Delete Mome,positive
"Choose the government per honest, but now you are not honest, you do not complete the seats",negative
delete,neutral
Great shame will not be the entire Pakistan cricket team insu,negative
I will tell you from my eyes,negative
"Do not put the edit button silently, do not enter, but such rubbish things",negative
Half of the Congress's vote copy,negative
Bikul Yeh who is a panic girdo of ISS,negative
Extreme Mandbudhi Ho Tom Na Histor,neutral
Beggar's status is equal to beggar,negative
May the corpse be happy birthday brother May Illah,positive
"Ho, give a new phone or not, there are no pursions",negative
Oi,neutral
Khakir Maghi Momota and,negative
Matriculation fails never thought that the personal victory should be done by the age,positive
"Madam ji, they always come abroad like Kumari you",positive
delete,positive
"Like your lover clingy, a lot of hoggs and kisses quickly, love love",neutral
"Heard those coffers and can probably be the case, I have heard the case ever",positive
"Those Kumari Tum Mm Mum to help you a lot of people, do not leave you like this",positive
"Thank you, you are always for immortal strength",positive
Khan Wazih Tasir Way Re Get Gusbamps already,neutral
"Good lock, they still believe that they bounce these wells behind it",positive
Bechode Bhosarike Agar you do not believe in democracy,negative
"Population should bring Vidhi Poy Law, Modi ji kill the country",neutral
Congratulations you come a lot,positive
delete,neutral
"Good night, to pass Mr. Khan, peaceful night level relaxation",positive
"Babies Ari die in Thar, but Alhamdulillah Bhutto S.",neutral
"Talk is right, but it does not seem Tom Pagla Gau who is talking like this",neutral
The bench was stagrated with the quantity and a fair is a mediator,neutral
Yogendrayaadav Gate Kua soon Yogendrayaadav,positive
Till you thoughts Illah soon,positive
"Tarikh, it will purchase this question when some league thief is deformed or his",negative
Why will not Tom people have become in a dominatedness where Hindu,negative
delete,neutral
Tambaku's smoke closed to the path that causes the world to the world,neutral
Property is not Madhrchod Wu Real Thapar Bay,negative
Tm ko ko ko ko chor chor halad Pakistan did Pesa and said that he said,negative
Honrade Per -Economic of Econic History is come to India with all May Hriday E Prayer,positive
How did you have a spoon,neutral
Have gone crazy now to stop this drama in the wb,negative
Thank you for your hot desires for everyone,positive
Congratulations our Porim Minister,positive
"Film response completely every situation per day, all new best cold India",neutral
Barkha Delete Inter S Surprise Sonia ji thanks only crores,negative
"Brother, I had done your own in Shanelm today",neutral
"Modi ji, I ask one thing to ask that Agar Kui adopts someone's left",neutral
"This is a good decision, he made a lot of new talent, which is already a new talent",positive
Add beautiful accelerated to add these congratulations very happy,positive
New verse in,positive
"If no one experiences it, if anyone is rigid",neutral
Mayawati ji herself did not vote for her BSP voter,neutral
"Keep Iot sub -head, I have a lot of victory than you fiction",positive
"So much social media news media, the agenda from him walks against him and his kingdom",negative
Zh R ISS New Football,neutral
Delete new wants Avafafa Uninen Portal Start this Portal today,neutral
Dsgentdwari good morning father,positive
delete,positive
Where do they come from Lasan's children,negative
So e -e me gona pyaar tum ko ko kal kalit Katha Gona Luce Tum,positive
Pahal could not teach the broker every year and give him education,negative
A lot of good luck with our praise for Modi ji's historical victory,positive
Sharam ',negative
Now the mesh sound pollution is secular real,neutral
"Also, did not put his transfer in transfer",neutral
I did to start the World Cup today and crown cricket,positive
What to like to like and then lose one and,negative
Yoga head plz requests you that you are Narendra Mudi,positive
Like these bosses have done very high and bhok,negative
Rip sub -mahindra mind they are always for you,positive
"Insulting themselves, the comedy of S Delete Test Form after Modi arrives",negative
Harami humans kui tujhay mare aasis hi ilala kare kutya,negative
"The official game has started today, the article has started uniform civil code etc.",neutral
The idea is that Vinay is a unique pleasure in the Initiative and DM and help with that,neutral
Keep the Commission Deputy Ajinkya needs you for such a form,positive
Right hijedar jai,neutral
Kol Rasan Singh experienced person Army officer Famr Ro officer Vande Buyam,positive
This Wu system where there is no kui jagha of merit and Neo thinking,negative
Called to file a complaint against Sheikh Tero in cyber call,negative
"After completion, you can do it, even Recoganis is some Bbmarathi",negative
"Lokesh's film was good with good performance, especially in the internal organs, Porterail",positive
Mamta Didi is stuck in her trap to please secularism,positive
Thank you to see you,positive
Mamtarasarmbhatta chant jai shri hitting enough copy you receive you branded,negative
What is this brother -in -law crowd,negative
Praveo ja dua utaradim nas nalnene,neutral
Parent,neutral
"With you, you fought and you fought hard and you fought at",positive
"Neo rich people are Vespa, I have a copy of me yet",neutral
Stuck Joe Capital Matching not win,neutral
Why the issue of development will be done per Shahzade Papu,neutral
Damn Asis cheer on inferior octon,negative
"From there, the temple was done by Devi which is mountain's mound",neutral
Kaluve ate itch after dog,negative
"Nowadays children are sorted, probably to see Bakos",positive
Ind Kapil ji Hello and Good Suggestion,positive
Hume is hopeful that you are better than the problems of kishans,positive
Ur absence,positive
"That's why they said shame, they did this, this is bravery",neutral
Yunus fasting without turmoil -sub -tail iftar in the wake,neutral
Brother Rajnath ji's no place,neutral
Listen to the best Answer per may friend who said Gunjan always,positive
Eh e is actually ice about giving don,neutral
"Rubika ji will not come to respect anyone, she is a matter of his life",negative
"All of them are cracksheads, I thought per kui",negative
Murchahod tero ma ki chaut mul ki tree trees,negative
delete,positive
"Tamanna tum aa au jagu aid nined delightful birthday head, you are always well",positive
"And the good pick, my great Mr. my hero AP copy from that Khobyaan",positive
"Very good then like Abir Bay, you want to marry my Mishti now",neutral
Quick Philips white LED bulbs,neutral
How can the person leave the sweet of the infected,negative
Congratulations to your victory on Mani March,positive
Give me adoption,neutral
"Farauku is absolutely unemployed, Karan Arjun",positive
About a lot of truth about the need per worm,neutral
"Esheikh white guardian is going to keep you busy, invite your friend",negative
Your mother's chaut o idle is not yours,negative
We do not have a bell,neutral
I had made your second father strong,negative
Az Chutaye Google Poy has not edited your brain hard,negative
"A. Maharat Pyaar, your mother and race, so parents do not have the luck of everyone",positive
"Boy twee Bhai, seeing his comments, stuck stars, not even all mother",negative
Country problems,neutral
"There is no firm, it is not a hieeth contractor of Krone's relative contractor",neutral
"All were the best, you struggle",negative
"Mamta heard, don't be soft, but this name is only a Hindu",negative
Happy birthday per I favorite gemini e,positive
"Uditraj, you guys go to jet, it would not be fine",negative
"Boy performed well, thank you, lap AP has a little respect for Pakistan",positive
So thi song mileya,neutral
"Congratulations, Delete new responsibility like Pranas Sangat Minister",positive
What are the debate on S. Examination Dele and Cancel,neutral
Assalam Alacum Axellerated Hambale Recoves Way See Out Extension of Att our activities in these,neutral
But the left well not stop later Potus win significant ray,neutral
"Thank you, because it was a lot of team's Ranjha Ranjha Kardi and especially",positive
Mol Khalid,neutral
Sarfarzhamad Bada Respect Wearing For Our Captain Saraz,positive
Adrania Narendra Modi ji is a request to you from Iran,neutral
delete,positive
These dirty countries make India talk through the mouth,negative
But prefering multitolanted actor to be a multitolatened actor worthy,negative
Go back Manirul Islam head Manirul Islam beaten in BJP,negative
Apart from dogs or begging like dogs,negative
"Say as well as a copy of the reservation, like which",negative
Ho denying Modi ji and Goyal ji May Ashk Mann's Report,neutral
Electricity Karr Kr will be home to be home to become highth registration and measurement,neutral
Special vote sitting starts,neutral
Mumtaz Begum has discovered his name,negative
Even though even more saw Iot saw Iot,neutral
Taare e hat ko ko oin hai hai hai,negative
People with inferior mentality like Jub Tero are journalists,negative
"A lot of successes of one of our journey were failures, but there was a fight well, those of these Seemachal",neutral
"Congratulations, the head is happy because you welcome you with our heart,",positive
Wazir Illah's caram hai kan khan bando gave us per copy,positive
Hey boro e just said what e-thinking even like this,neutral
While the person who had a person who had permanent should get someone out of the job,neutral
"There are stupid opposition, people of the media are a part of the media",negative
He,positive
Atal ji's words proved to be true today,positive
"Other rats, including e -don, bull come",negative
I just just,positive
Now those who have falsely written the Yadav Service Commission in Akhilesh Bhaiya's government and said,neutral
Khan wins exactly brother champion trophy,positive
Gurram e -do not expect copy,positive
That's why excessive Rab ji per cent,positive
"Siddhun ji, you are very happy in the Congress",neutral
Every oong is s,positive
One on this well bay declete scene at theater,negative
"Modi ji, the whole country",neutral
These are actually new keys,neutral
"S public wants a minister who throw the person, keep throwing a minister or keeps the public wrapped in it",negative
Map happy birthday,positive
The left sister -in -law handles her Buddhist now in Marine's Omar,negative
"I have already believed that I have not been much opposed to vote, the rest of the people would have borrowed",neutral
And don't know how much life was inhabited by Khushal Khushaki Sakti Murchahod Chor brokers and you are low,negative
This tweet all over the world cup,neutral
I am heartfelt data to all the new transparent members and hope that the hope,positive
"Hai era has not seen anything apart from Gham, nowadays new relationship with the world",neutral
When tick undergone did not come out,neutral
Posted again,positive
This experiment came or feku,negative
"Mr. in this, people are in the summit of this, in the Shikhar, there are people who are in the heart of Sanghagai",neutral
I had to win Mudi ji as much as I had to win Mudi ji,positive
"How to like how every fan is dedicated, Sonam did not even play a drug addict which these people",negative
Watch the profits of the original robbery,neutral
And Seth Jerry Fallwell JR Oonto was to let non -believers have to be allowed to be,neutral
"Congratulations, Sovamya Akka, Ari Ari Ari Ki Delete Most of the wise was still mostly",positive
Those who are reporting to those who have been reported by themselves or edit altars made the difference,negative
delete,neutral
Govat,negative
delete,neutral
"If you like Chow Idia's India Secularism Muslim vote, no chillic economy",negative
"See how big pamb, what happened",negative
Manmohan Singh is delayed from somewhere in the election,neutral
And so far Husk has not shown the paper canceled,neutral
Thank you your love for Dear Shahrukh and,positive
Really your nude is difficult to decide in a cui,positive
Inshaallah win Pakistan well today,positive
Tauron,negative
You are always,positive
You can stop the relay for the train and wait for how much,positive
Many congratulations and best wishes are taking you for your life,positive
"Good lock and thanking you, all of them were running in, the mini marathon tomorrow",positive
Gues my brother,neutral
Lol there si raaso they perform this sexy adam and Sharon Sena Anid Jab A.,neutral
Krishnan really removes like BJP,neutral
Namaste Nauthela Thaki Aa Moot Way Woh Donn Interact Excess Perry E Hope,neutral
"Walking, you are not working but then in Blu",neutral
AAP MP Banne's praise to our Mithila people,neutral
"Digital e -don, understand what these Baba people retire when they have retired?",neutral
Congress and its thinkers will give Veer Sorworker ji in Gaider Ghosit Krone,neutral
Sharma is not a Tara brother in Madamji,negative
Masha Illah O Rar Terminals trying great interest for all these sections,positive
Msgiloveyu money,positive
I am some of this dead but not interacted Karti Kui,neutral
Very good Ji Dahan Dahan Satguru Tara Hui Asiya ji good,positive
How to get second phone factory rice from your phone,neutral
Fove Batsman Fav Fosset,positive
"Very very good, Mr. all of them",positive
"Harami Sale is clearly biol in the video, who said that it was the elder",negative
Apku Pakistan Mubarak Hu Thramjan,positive
Ravi Ray Sale will put a stagnation in a stagnation,negative
You are very happy to be happy to our new India,positive
Good morning dear gurupa ji,neutral
Mohabbat Good net drink,positive
Should A big pm Modi,neutral
Fatimah Dhoka S Good Cheese At Help Understanding that Delete people,positive
Sometimes it became a copy of Chhattisgarh,negative
delete,neutral
Ja Bay Bhadwe and next time our house is wrong in minister's turn,negative
Mr. Shriman Saath Dua Respect is not because of this and our,neutral
What about Rahul Gandhi Arvind Kajarwal,negative
